aircraft_num,aircraft_mindis,warship_num,warship_mindis,carrier_num,carrier_mindis
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
1.0,17167.311086965725,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
